report_name,ttl_match,coverage_score,bin/,^sh$,/hosts,"\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}",^sed$,/selinux,/etc/init.d/,/etc/rc,"\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}:\d+",/sys/,nsswitch.conf,/proc/,bin/sed,/etc/sed,Permission.*,resolv.conf
Dofloo-BleepingComputer.csv,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dofloo-MalwareMustDie.csv,2,0.125,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dofloo-Securityaffairs.csv,3,0.1875,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Dofloo-SyscallParty.csv,5,0.3125,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
Dofloo-Trendmicro.csv,7,0.4375,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1
