report_name,ttl_match,coverage_score,/proc/self/exe,8.8.8.8:53,/,//8.8.8.8:53,111.240.131.42:23,/dev/watchdog,/dev/misc/watchdog,/dev/watchdog0,/bin/watchdog,/etc/watchdog,//Unknown,136.144.41.60:3074,255.255.255.255:3074
Mirai-Imperva.csv,1,0.04348,0,0,1,0,0,0,0,0,0,0,0,0,0
Mirai-IscSansEdu.csv,1,0.04348,0,0,1,0,0,0,0,0,0,0,0,0,0
Mirai-MalwareMustDie.csv,4,0.3043,0,0,1,0,0,1,1,0,0,1,0,0,0
Mirai-NJCCIC.csv,1,0.04348,0,0,1,0,0,0,0,0,0,0,0,0,0
Mirai-Wikipedia.csv,1,0.04348,0,0,1,0,0,0,0,0,0,0,0,0,0
