step,src_node,type,deg,edge,dst_node,type,deg,importance
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,send,NO_SOCKET,net,1,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,send,NO_SOCKET,net,1,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
201,1527,proc,13,munmap,Memory Address,mem,78,1
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,send,NO_SOCKET,net,1,1
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,open,/proc/net/dev,file,2,1
201,1527,proc,13,lseek,/proc/net/dev,file,2,0
201,1527,proc,13,read,/proc/net/dev,file,2,0
201,1527,proc,13,time,Timestamp,other,1,0
201,1527,proc,13,open,/sys/devices/system/cpu/online,file,1,1
201,1527,proc,13,read,/sys/devices/system/cpu/online,file,1,0
201,1527,proc,13,nanosleep,Sleep Duration,other,2,0
201,1527,proc,13,open,/proc/stat,file,2,1
201,1527,proc,13,fstat64,/proc/stat,file,2,0
201,1527,proc,13,mmap2,23.236.66.13:50050,net,6,1
201,1527,proc,13,read,/proc/stat,file,2,0
