step,src_node,type,deg,edge,dst_node,type,deg,importance,tactic
1529,1527,proc,16,read,/proc/stat,file,3,0
1532,1527,proc,16,open,/proc/stat,file,3,1
1533,1527,proc,16,fstat64,/proc/stat,file,3,0
1534,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1535,1527,proc,16,read,/proc/stat,file,3,0
1538,1527,proc,16,send,NO_SOCKET,net,1,1
1539,1527,proc,16,open,/proc/net/dev,file,3,1
1540,1527,proc,16,lseek,/proc/net/dev,file,3,0
1541,1527,proc,16,read,/proc/net/dev,file,3,0
1542,1527,proc,16,open,/proc/net/dev,file,3,1
1543,1527,proc,16,lseek,/proc/net/dev,file,3,0
1544,1527,proc,16,read,/proc/net/dev,file,3,0
1545,1527,proc,16,open,/proc/net/dev,file,3,1
1546,1527,proc,16,lseek,/proc/net/dev,file,3,0
1547,1527,proc,16,read,/proc/net/dev,file,3,0
1548,1527,proc,16,open,/proc/net/dev,file,3,1
1549,1527,proc,16,lseek,/proc/net/dev,file,3,0
1550,1527,proc,16,read,/proc/net/dev,file,3,0
1551,1527,proc,16,open,/proc/net/dev,file,3,1
1552,1527,proc,16,lseek,/proc/net/dev,file,3,0
1553,1527,proc,16,read,/proc/net/dev,file,3,0
1554,1527,proc,16,open,/proc/net/dev,file,3,1
1555,1527,proc,16,lseek,/proc/net/dev,file,3,0
1556,1527,proc,16,read,/proc/net/dev,file,3,0
1557,1527,proc,16,open,/proc/net/dev,file,3,1
1558,1527,proc,16,lseek,/proc/net/dev,file,3,0
1559,1527,proc,16,read,/proc/net/dev,file,3,0
1560,1527,proc,16,open,/proc/net/dev,file,3,1
1561,1527,proc,16,lseek,/proc/net/dev,file,3,0
1562,1527,proc,16,read,/proc/net/dev,file,3,0
1563,1527,proc,16,open,/proc/net/dev,file,3,1
1564,1527,proc,16,lseek,/proc/net/dev,file,3,0
1565,1527,proc,16,read,/proc/net/dev,file,3,0
1566,1527,proc,16,open,/proc/net/dev,file,3,1
1567,1527,proc,16,lseek,/proc/net/dev,file,3,0
1568,1527,proc,16,read,/proc/net/dev,file,3,0
1570,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
1571,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
1573,1527,proc,16,open,/proc/stat,file,3,1
1574,1527,proc,16,fstat64,/proc/stat,file,3,0
1575,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1576,1527,proc,16,read,/proc/stat,file,3,0
1579,1527,proc,16,open,/proc/stat,file,3,1
1580,1527,proc,16,fstat64,/proc/stat,file,3,0
1581,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1582,1527,proc,16,read,/proc/stat,file,3,0
1584,1527,proc,16,open,/proc/net/dev,file,3,1
1585,1527,proc,16,lseek,/proc/net/dev,file,3,0
1586,1527,proc,16,read,/proc/net/dev,file,3,0
1587,1527,proc,16,open,/proc/net/dev,file,3,1
1588,1527,proc,16,lseek,/proc/net/dev,file,3,0
1589,1527,proc,16,read,/proc/net/dev,file,3,0
1590,1527,proc,16,open,/proc/net/dev,file,3,1
1591,1527,proc,16,lseek,/proc/net/dev,file,3,0
1592,1527,proc,16,read,/proc/net/dev,file,3,0
1593,1527,proc,16,open,/proc/net/dev,file,3,1
1594,1527,proc,16,lseek,/proc/net/dev,file,3,0
1595,1527,proc,16,read,/proc/net/dev,file,3,0
1596,1527,proc,16,open,/proc/net/dev,file,3,1
1597,1527,proc,16,lseek,/proc/net/dev,file,3,0
1598,1527,proc,16,read,/proc/net/dev,file,3,0
1599,1527,proc,16,open,/proc/net/dev,file,3,1
1600,1527,proc,16,lseek,/proc/net/dev,file,3,0
1601,1527,proc,16,read,/proc/net/dev,file,3,0
1602,1527,proc,16,open,/proc/net/dev,file,3,1
1603,1527,proc,16,lseek,/proc/net/dev,file,3,0
1604,1527,proc,16,read,/proc/net/dev,file,3,0
1605,1527,proc,16,open,/proc/net/dev,file,3,1
1606,1527,proc,16,lseek,/proc/net/dev,file,3,0
1607,1527,proc,16,read,/proc/net/dev,file,3,0
1608,1527,proc,16,open,/proc/net/dev,file,3,1
1609,1527,proc,16,lseek,/proc/net/dev,file,3,0
1610,1527,proc,16,read,/proc/net/dev,file,3,0
1611,1527,proc,16,open,/proc/net/dev,file,3,1
1612,1527,proc,16,lseek,/proc/net/dev,file,3,0
1613,1527,proc,16,read,/proc/net/dev,file,3,0
1615,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
1616,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
1618,1527,proc,16,open,/proc/stat,file,3,1
1619,1527,proc,16,fstat64,/proc/stat,file,3,0
1620,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1621,1527,proc,16,read,/proc/stat,file,3,0
1624,1527,proc,16,open,/proc/stat,file,3,1
1625,1527,proc,16,fstat64,/proc/stat,file,3,0
1626,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1627,1527,proc,16,read,/proc/stat,file,3,0
1629,1527,proc,16,open,/proc/net/dev,file,3,1
1630,1527,proc,16,lseek,/proc/net/dev,file,3,0
1631,1527,proc,16,read,/proc/net/dev,file,3,0
1632,1527,proc,16,open,/proc/net/dev,file,3,1
1633,1527,proc,16,lseek,/proc/net/dev,file,3,0
1634,1527,proc,16,read,/proc/net/dev,file,3,0
1635,1527,proc,16,open,/proc/net/dev,file,3,1
1636,1527,proc,16,lseek,/proc/net/dev,file,3,0
1637,1527,proc,16,read,/proc/net/dev,file,3,0
1638,1527,proc,16,open,/proc/net/dev,file,3,1
1639,1527,proc,16,lseek,/proc/net/dev,file,3,0
1640,1527,proc,16,read,/proc/net/dev,file,3,0
1641,1527,proc,16,open,/proc/net/dev,file,3,1
1642,1527,proc,16,lseek,/proc/net/dev,file,3,0
1643,1527,proc,16,read,/proc/net/dev,file,3,0
1644,1527,proc,16,open,/proc/net/dev,file,3,1
1645,1527,proc,16,lseek,/proc/net/dev,file,3,0
1646,1527,proc,16,read,/proc/net/dev,file,3,0
1647,1527,proc,16,open,/proc/net/dev,file,3,1
1648,1527,proc,16,lseek,/proc/net/dev,file,3,0
1649,1527,proc,16,read,/proc/net/dev,file,3,0
1650,1527,proc,16,open,/proc/net/dev,file,3,1
1651,1527,proc,16,lseek,/proc/net/dev,file,3,0
1652,1527,proc,16,read,/proc/net/dev,file,3,0
1653,1527,proc,16,open,/proc/net/dev,file,3,1
1654,1527,proc,16,lseek,/proc/net/dev,file,3,0
1655,1527,proc,16,read,/proc/net/dev,file,3,0
1656,1527,proc,16,open,/proc/net/dev,file,3,1
1657,1527,proc,16,lseek,/proc/net/dev,file,3,0
1658,1527,proc,16,read,/proc/net/dev,file,3,0
1660,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
1661,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
1663,1527,proc,16,open,/proc/stat,file,3,1
1664,1527,proc,16,fstat64,/proc/stat,file,3,0
1665,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1666,1527,proc,16,read,/proc/stat,file,3,0
1669,1527,proc,16,open,/proc/stat,file,3,1
1670,1527,proc,16,fstat64,/proc/stat,file,3,0
1671,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1672,1527,proc,16,read,/proc/stat,file,3,0
1675,1527,proc,16,send,NO_SOCKET,net,1,1
1676,1527,proc,16,open,/proc/net/dev,file,3,1
1677,1527,proc,16,lseek,/proc/net/dev,file,3,0
1678,1527,proc,16,read,/proc/net/dev,file,3,0
1679,1527,proc,16,open,/proc/net/dev,file,3,1
1680,1527,proc,16,lseek,/proc/net/dev,file,3,0
1681,1527,proc,16,read,/proc/net/dev,file,3,0
1682,1527,proc,16,open,/proc/net/dev,file,3,1
1683,1527,proc,16,lseek,/proc/net/dev,file,3,0
1684,1527,proc,16,read,/proc/net/dev,file,3,0
1685,1527,proc,16,open,/proc/net/dev,file,3,1
1686,1527,proc,16,lseek,/proc/net/dev,file,3,0
1687,1527,proc,16,read,/proc/net/dev,file,3,0
1688,1527,proc,16,open,/proc/net/dev,file,3,1
1689,1527,proc,16,lseek,/proc/net/dev,file,3,0
1690,1527,proc,16,read,/proc/net/dev,file,3,0
1691,1527,proc,16,open,/proc/net/dev,file,3,1
1692,1527,proc,16,lseek,/proc/net/dev,file,3,0
1693,1527,proc,16,read,/proc/net/dev,file,3,0
1694,1527,proc,16,open,/proc/net/dev,file,3,1
1695,1527,proc,16,lseek,/proc/net/dev,file,3,0
1696,1527,proc,16,read,/proc/net/dev,file,3,0
1697,1527,proc,16,open,/proc/net/dev,file,3,1
1698,1527,proc,16,lseek,/proc/net/dev,file,3,0
1699,1527,proc,16,read,/proc/net/dev,file,3,0
1700,1527,proc,16,open,/proc/net/dev,file,3,1
1701,1527,proc,16,lseek,/proc/net/dev,file,3,0
1702,1527,proc,16,read,/proc/net/dev,file,3,0
1703,1527,proc,16,open,/proc/net/dev,file,3,1
1704,1527,proc,16,lseek,/proc/net/dev,file,3,0
1705,1527,proc,16,read,/proc/net/dev,file,3,0
1707,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
1708,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
1710,1527,proc,16,open,/proc/stat,file,3,1
1711,1527,proc,16,fstat64,/proc/stat,file,3,0
1712,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1713,1527,proc,16,read,/proc/stat,file,3,0
1716,1527,proc,16,open,/proc/stat,file,3,1
1717,1527,proc,16,fstat64,/proc/stat,file,3,0
1718,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1719,1527,proc,16,read,/proc/stat,file,3,0
1721,1527,proc,16,open,/proc/net/dev,file,3,1
1722,1527,proc,16,lseek,/proc/net/dev,file,3,0
1723,1527,proc,16,read,/proc/net/dev,file,3,0
1724,1527,proc,16,open,/proc/net/dev,file,3,1
1725,1527,proc,16,lseek,/proc/net/dev,file,3,0
1726,1527,proc,16,read,/proc/net/dev,file,3,0
1727,1527,proc,16,open,/proc/net/dev,file,3,1
1728,1527,proc,16,lseek,/proc/net/dev,file,3,0
1729,1527,proc,16,read,/proc/net/dev,file,3,0
1730,1527,proc,16,open,/proc/net/dev,file,3,1
1731,1527,proc,16,lseek,/proc/net/dev,file,3,0
1732,1527,proc,16,read,/proc/net/dev,file,3,0
1733,1527,proc,16,open,/proc/net/dev,file,3,1
1734,1527,proc,16,lseek,/proc/net/dev,file,3,0
1735,1527,proc,16,read,/proc/net/dev,file,3,0
1736,1527,proc,16,open,/proc/net/dev,file,3,1
1737,1527,proc,16,lseek,/proc/net/dev,file,3,0
1738,1527,proc,16,read,/proc/net/dev,file,3,0
1739,1527,proc,16,open,/proc/net/dev,file,3,1
1740,1527,proc,16,lseek,/proc/net/dev,file,3,0
1741,1527,proc,16,read,/proc/net/dev,file,3,0
1742,1527,proc,16,open,/proc/net/dev,file,3,1
1743,1527,proc,16,lseek,/proc/net/dev,file,3,0
1744,1527,proc,16,read,/proc/net/dev,file,3,0
1745,1527,proc,16,open,/proc/net/dev,file,3,1
1746,1527,proc,16,lseek,/proc/net/dev,file,3,0
1747,1527,proc,16,read,/proc/net/dev,file,3,0
1748,1527,proc,16,open,/proc/net/dev,file,3,1
1749,1527,proc,16,lseek,/proc/net/dev,file,3,0
1750,1527,proc,16,read,/proc/net/dev,file,3,0
1752,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
1753,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
1755,1527,proc,16,open,/proc/stat,file,3,1
1756,1527,proc,16,fstat64,/proc/stat,file,3,0
1757,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1758,1527,proc,16,read,/proc/stat,file,3,0
1761,1527,proc,16,open,/proc/stat,file,3,1
1762,1527,proc,16,fstat64,/proc/stat,file,3,0
1763,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1764,1527,proc,16,read,/proc/stat,file,3,0
1766,1527,proc,16,open,/proc/net/dev,file,3,1
1767,1527,proc,16,lseek,/proc/net/dev,file,3,0
1768,1527,proc,16,read,/proc/net/dev,file,3,0
1769,1527,proc,16,open,/proc/net/dev,file,3,1
1770,1527,proc,16,lseek,/proc/net/dev,file,3,0
1771,1527,proc,16,read,/proc/net/dev,file,3,0
1772,1527,proc,16,open,/proc/net/dev,file,3,1
1773,1527,proc,16,lseek,/proc/net/dev,file,3,0
1774,1527,proc,16,read,/proc/net/dev,file,3,0
1775,1527,proc,16,open,/proc/net/dev,file,3,1
1776,1527,proc,16,lseek,/proc/net/dev,file,3,0
1777,1527,proc,16,read,/proc/net/dev,file,3,0
1778,1527,proc,16,open,/proc/net/dev,file,3,1
1779,1527,proc,16,lseek,/proc/net/dev,file,3,0
1780,1527,proc,16,read,/proc/net/dev,file,3,0
1781,1527,proc,16,open,/proc/net/dev,file,3,1
1782,1527,proc,16,lseek,/proc/net/dev,file,3,0
1783,1527,proc,16,read,/proc/net/dev,file,3,0
1784,1527,proc,16,open,/proc/net/dev,file,3,1
1785,1527,proc,16,lseek,/proc/net/dev,file,3,0
1786,1527,proc,16,read,/proc/net/dev,file,3,0
1787,1527,proc,16,open,/proc/net/dev,file,3,1
1788,1527,proc,16,lseek,/proc/net/dev,file,3,0
1789,1527,proc,16,read,/proc/net/dev,file,3,0
1790,1527,proc,16,open,/proc/net/dev,file,3,1
1791,1527,proc,16,lseek,/proc/net/dev,file,3,0
1792,1527,proc,16,read,/proc/net/dev,file,3,0
1793,1527,proc,16,open,/proc/net/dev,file,3,1
1794,1527,proc,16,lseek,/proc/net/dev,file,3,0
1795,1527,proc,16,read,/proc/net/dev,file,3,0
1797,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
1798,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
1800,1527,proc,16,open,/proc/stat,file,3,1
1801,1527,proc,16,fstat64,/proc/stat,file,3,0
1802,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1803,1527,proc,16,read,/proc/stat,file,3,0
1806,1527,proc,16,open,/proc/stat,file,3,1
1807,1527,proc,16,fstat64,/proc/stat,file,3,0
1808,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1809,1527,proc,16,read,/proc/stat,file,3,0
1811,1527,proc,16,open,/proc/net/dev,file,3,1
1812,1527,proc,16,lseek,/proc/net/dev,file,3,0
1813,1527,proc,16,read,/proc/net/dev,file,3,0
1814,1527,proc,16,open,/proc/net/dev,file,3,1
1815,1527,proc,16,lseek,/proc/net/dev,file,3,0
1816,1527,proc,16,read,/proc/net/dev,file,3,0
1817,1527,proc,16,open,/proc/net/dev,file,3,1
1818,1527,proc,16,lseek,/proc/net/dev,file,3,0
1819,1527,proc,16,read,/proc/net/dev,file,3,0
1820,1527,proc,16,open,/proc/net/dev,file,3,1
1821,1527,proc,16,lseek,/proc/net/dev,file,3,0
1822,1527,proc,16,read,/proc/net/dev,file,3,0
1823,1527,proc,16,open,/proc/net/dev,file,3,1
1824,1527,proc,16,lseek,/proc/net/dev,file,3,0
1825,1527,proc,16,read,/proc/net/dev,file,3,0
1826,1527,proc,16,open,/proc/net/dev,file,3,1
1827,1527,proc,16,lseek,/proc/net/dev,file,3,0
1828,1527,proc,16,read,/proc/net/dev,file,3,0
1829,1527,proc,16,open,/proc/net/dev,file,3,1
1830,1527,proc,16,lseek,/proc/net/dev,file,3,0
1831,1527,proc,16,read,/proc/net/dev,file,3,0
1832,1527,proc,16,open,/proc/net/dev,file,3,1
1833,1527,proc,16,lseek,/proc/net/dev,file,3,0
1834,1527,proc,16,read,/proc/net/dev,file,3,0
1835,1527,proc,16,open,/proc/net/dev,file,3,1
1836,1527,proc,16,lseek,/proc/net/dev,file,3,0
1837,1527,proc,16,read,/proc/net/dev,file,3,0
1838,1527,proc,16,open,/proc/net/dev,file,3,1
1839,1527,proc,16,lseek,/proc/net/dev,file,3,0
1840,1527,proc,16,read,/proc/net/dev,file,3,0
1842,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
1843,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
1845,1527,proc,16,open,/proc/stat,file,3,1
1846,1527,proc,16,fstat64,/proc/stat,file,3,0
1847,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1848,1527,proc,16,read,/proc/stat,file,3,0
1851,1527,proc,16,open,/proc/stat,file,3,1
1852,1527,proc,16,fstat64,/proc/stat,file,3,0
1853,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1854,1527,proc,16,read,/proc/stat,file,3,0
1857,1527,proc,16,send,NO_SOCKET,net,1,1
1858,1527,proc,16,open,/proc/net/dev,file,3,1
1859,1527,proc,16,lseek,/proc/net/dev,file,3,0
1860,1527,proc,16,read,/proc/net/dev,file,3,0
1861,1527,proc,16,open,/proc/net/dev,file,3,1
1862,1527,proc,16,lseek,/proc/net/dev,file,3,0
1863,1527,proc,16,read,/proc/net/dev,file,3,0
1864,1527,proc,16,open,/proc/net/dev,file,3,1
1865,1527,proc,16,lseek,/proc/net/dev,file,3,0
1866,1527,proc,16,read,/proc/net/dev,file,3,0
1867,1527,proc,16,open,/proc/net/dev,file,3,1
1868,1527,proc,16,lseek,/proc/net/dev,file,3,0
1869,1527,proc,16,read,/proc/net/dev,file,3,0
1870,1527,proc,16,open,/proc/net/dev,file,3,1
1871,1527,proc,16,lseek,/proc/net/dev,file,3,0
1872,1527,proc,16,read,/proc/net/dev,file,3,0
1873,1527,proc,16,open,/proc/net/dev,file,3,1
1874,1527,proc,16,lseek,/proc/net/dev,file,3,0
1875,1527,proc,16,read,/proc/net/dev,file,3,0
1876,1527,proc,16,open,/proc/net/dev,file,3,1
1877,1527,proc,16,lseek,/proc/net/dev,file,3,0
1878,1527,proc,16,read,/proc/net/dev,file,3,0
1879,1527,proc,16,open,/proc/net/dev,file,3,1
1880,1527,proc,16,lseek,/proc/net/dev,file,3,0
1881,1527,proc,16,read,/proc/net/dev,file,3,0
1882,1527,proc,16,open,/proc/net/dev,file,3,1
1883,1527,proc,16,lseek,/proc/net/dev,file,3,0
1884,1527,proc,16,read,/proc/net/dev,file,3,0
1885,1527,proc,16,open,/proc/net/dev,file,3,1
1886,1527,proc,16,lseek,/proc/net/dev,file,3,0
1887,1527,proc,16,read,/proc/net/dev,file,3,0
1889,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
1890,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
1892,1527,proc,16,open,/proc/stat,file,3,1
1893,1527,proc,16,fstat64,/proc/stat,file,3,0
1894,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1895,1527,proc,16,read,/proc/stat,file,3,0
1898,1527,proc,16,open,/proc/stat,file,3,1
1899,1527,proc,16,fstat64,/proc/stat,file,3,0
1900,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1901,1527,proc,16,read,/proc/stat,file,3,0
1903,1527,proc,16,open,/proc/net/dev,file,3,1
1904,1527,proc,16,lseek,/proc/net/dev,file,3,0
1905,1527,proc,16,read,/proc/net/dev,file,3,0
1906,1527,proc,16,open,/proc/net/dev,file,3,1
1907,1527,proc,16,lseek,/proc/net/dev,file,3,0
1908,1527,proc,16,read,/proc/net/dev,file,3,0
1909,1527,proc,16,open,/proc/net/dev,file,3,1
1910,1527,proc,16,lseek,/proc/net/dev,file,3,0
1911,1527,proc,16,read,/proc/net/dev,file,3,0
1912,1527,proc,16,open,/proc/net/dev,file,3,1
1913,1527,proc,16,lseek,/proc/net/dev,file,3,0
1914,1527,proc,16,read,/proc/net/dev,file,3,0
1915,1527,proc,16,open,/proc/net/dev,file,3,1
1916,1527,proc,16,lseek,/proc/net/dev,file,3,0
1917,1527,proc,16,read,/proc/net/dev,file,3,0
1918,1527,proc,16,open,/proc/net/dev,file,3,1
1919,1527,proc,16,lseek,/proc/net/dev,file,3,0
1920,1527,proc,16,read,/proc/net/dev,file,3,0
1921,1527,proc,16,open,/proc/net/dev,file,3,1
1922,1527,proc,16,lseek,/proc/net/dev,file,3,0
1923,1527,proc,16,read,/proc/net/dev,file,3,0
1924,1527,proc,16,open,/proc/net/dev,file,3,1
1925,1527,proc,16,lseek,/proc/net/dev,file,3,0
1926,1527,proc,16,read,/proc/net/dev,file,3,0
1927,1527,proc,16,open,/proc/net/dev,file,3,1
1928,1527,proc,16,lseek,/proc/net/dev,file,3,0
1929,1527,proc,16,read,/proc/net/dev,file,3,0
1930,1527,proc,16,open,/proc/net/dev,file,3,1
1931,1527,proc,16,lseek,/proc/net/dev,file,3,0
1932,1527,proc,16,read,/proc/net/dev,file,3,0
1934,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
1935,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
1937,1527,proc,16,open,/proc/stat,file,3,1
1938,1527,proc,16,fstat64,/proc/stat,file,3,0
1939,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1940,1527,proc,16,read,/proc/stat,file,3,0
1943,1527,proc,16,open,/proc/stat,file,3,1
1944,1527,proc,16,fstat64,/proc/stat,file,3,0
1945,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1946,1527,proc,16,read,/proc/stat,file,3,0
1948,1527,proc,16,open,/proc/net/dev,file,3,1
1949,1527,proc,16,lseek,/proc/net/dev,file,3,0
1950,1527,proc,16,read,/proc/net/dev,file,3,0
1951,1527,proc,16,open,/proc/net/dev,file,3,1
1952,1527,proc,16,lseek,/proc/net/dev,file,3,0
1953,1527,proc,16,read,/proc/net/dev,file,3,0
1954,1527,proc,16,open,/proc/net/dev,file,3,1
1955,1527,proc,16,lseek,/proc/net/dev,file,3,0
1956,1527,proc,16,read,/proc/net/dev,file,3,0
1957,1527,proc,16,open,/proc/net/dev,file,3,1
1958,1527,proc,16,lseek,/proc/net/dev,file,3,0
1959,1527,proc,16,read,/proc/net/dev,file,3,0
1960,1527,proc,16,open,/proc/net/dev,file,3,1
1961,1527,proc,16,lseek,/proc/net/dev,file,3,0
1962,1527,proc,16,read,/proc/net/dev,file,3,0
1963,1527,proc,16,open,/proc/net/dev,file,3,1
1964,1527,proc,16,lseek,/proc/net/dev,file,3,0
1965,1527,proc,16,read,/proc/net/dev,file,3,0
1966,1527,proc,16,open,/proc/net/dev,file,3,1
1967,1527,proc,16,lseek,/proc/net/dev,file,3,0
1968,1527,proc,16,read,/proc/net/dev,file,3,0
1969,1527,proc,16,open,/proc/net/dev,file,3,1
1970,1527,proc,16,lseek,/proc/net/dev,file,3,0
1971,1527,proc,16,read,/proc/net/dev,file,3,0
1972,1527,proc,16,open,/proc/net/dev,file,3,1
1973,1527,proc,16,lseek,/proc/net/dev,file,3,0
1974,1527,proc,16,read,/proc/net/dev,file,3,0
1975,1527,proc,16,open,/proc/net/dev,file,3,1
1976,1527,proc,16,lseek,/proc/net/dev,file,3,0
1977,1527,proc,16,read,/proc/net/dev,file,3,0
1979,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
1980,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
1982,1527,proc,16,open,/proc/stat,file,3,1
1983,1527,proc,16,fstat64,/proc/stat,file,3,0
1984,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1985,1527,proc,16,read,/proc/stat,file,3,0
1988,1527,proc,16,open,/proc/stat,file,3,1
1989,1527,proc,16,fstat64,/proc/stat,file,3,0
1990,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
1991,1527,proc,16,read,/proc/stat,file,3,0
1993,1527,proc,16,open,/proc/net/dev,file,3,1
1994,1527,proc,16,lseek,/proc/net/dev,file,3,0
1995,1527,proc,16,read,/proc/net/dev,file,3,0
1996,1527,proc,16,open,/proc/net/dev,file,3,1
1997,1527,proc,16,lseek,/proc/net/dev,file,3,0
1998,1527,proc,16,read,/proc/net/dev,file,3,0
1999,1527,proc,16,open,/proc/net/dev,file,3,1
2000,1527,proc,16,lseek,/proc/net/dev,file,3,0
2001,1527,proc,16,read,/proc/net/dev,file,3,0
2002,1527,proc,16,open,/proc/net/dev,file,3,1
2003,1527,proc,16,lseek,/proc/net/dev,file,3,0
2004,1527,proc,16,read,/proc/net/dev,file,3,0
2005,1527,proc,16,open,/proc/net/dev,file,3,1
2006,1527,proc,16,lseek,/proc/net/dev,file,3,0
2007,1527,proc,16,read,/proc/net/dev,file,3,0
2008,1527,proc,16,open,/proc/net/dev,file,3,1
2009,1527,proc,16,lseek,/proc/net/dev,file,3,0
2010,1527,proc,16,read,/proc/net/dev,file,3,0
2011,1527,proc,16,open,/proc/net/dev,file,3,1
2012,1527,proc,16,lseek,/proc/net/dev,file,3,0
2013,1527,proc,16,read,/proc/net/dev,file,3,0
2014,1527,proc,16,open,/proc/net/dev,file,3,1
2015,1527,proc,16,lseek,/proc/net/dev,file,3,0
2016,1527,proc,16,read,/proc/net/dev,file,3,0
2017,1527,proc,16,open,/proc/net/dev,file,3,1
2018,1527,proc,16,lseek,/proc/net/dev,file,3,0
2019,1527,proc,16,read,/proc/net/dev,file,3,0
2020,1527,proc,16,open,/proc/net/dev,file,3,1
2021,1527,proc,16,lseek,/proc/net/dev,file,3,0
2022,1527,proc,16,read,/proc/net/dev,file,3,0
2024,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
2025,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
2027,1527,proc,16,open,/proc/stat,file,3,1
2028,1527,proc,16,fstat64,/proc/stat,file,3,0
2029,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
2030,1527,proc,16,read,/proc/stat,file,3,0
2033,1527,proc,16,open,/proc/stat,file,3,1
2034,1527,proc,16,fstat64,/proc/stat,file,3,0
2035,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
2036,1527,proc,16,read,/proc/stat,file,3,0
2039,1527,proc,16,send,NO_SOCKET,net,1,1
2040,1527,proc,16,open,/proc/net/dev,file,3,1
2041,1527,proc,16,lseek,/proc/net/dev,file,3,0
2042,1527,proc,16,read,/proc/net/dev,file,3,0
2043,1527,proc,16,open,/proc/net/dev,file,3,1
2044,1527,proc,16,lseek,/proc/net/dev,file,3,0
2045,1527,proc,16,read,/proc/net/dev,file,3,0
2046,1527,proc,16,open,/proc/net/dev,file,3,1
2047,1527,proc,16,lseek,/proc/net/dev,file,3,0
2048,1527,proc,16,read,/proc/net/dev,file,3,0
2049,1527,proc,16,open,/proc/net/dev,file,3,1
2050,1527,proc,16,lseek,/proc/net/dev,file,3,0
2051,1527,proc,16,read,/proc/net/dev,file,3,0
2052,1527,proc,16,open,/proc/net/dev,file,3,1
2053,1527,proc,16,lseek,/proc/net/dev,file,3,0
2054,1527,proc,16,read,/proc/net/dev,file,3,0
2055,1527,proc,16,open,/proc/net/dev,file,3,1
2056,1527,proc,16,lseek,/proc/net/dev,file,3,0
2057,1527,proc,16,read,/proc/net/dev,file,3,0
2058,1527,proc,16,open,/proc/net/dev,file,3,1
2059,1527,proc,16,lseek,/proc/net/dev,file,3,0
2060,1527,proc,16,read,/proc/net/dev,file,3,0
2061,1527,proc,16,open,/proc/net/dev,file,3,1
2062,1527,proc,16,lseek,/proc/net/dev,file,3,0
2063,1527,proc,16,read,/proc/net/dev,file,3,0
2064,1527,proc,16,open,/proc/net/dev,file,3,1
2065,1527,proc,16,lseek,/proc/net/dev,file,3,0
2066,1527,proc,16,read,/proc/net/dev,file,3,0
2067,1527,proc,16,open,/proc/net/dev,file,3,1
2068,1527,proc,16,lseek,/proc/net/dev,file,3,0
2069,1527,proc,16,read,/proc/net/dev,file,3,0
2071,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
2072,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
2074,1527,proc,16,open,/proc/stat,file,3,1
2075,1527,proc,16,fstat64,/proc/stat,file,3,0
